,reviews
7602,Love this necklace. It's a nice long length and is simple and modern in design. It shipped and arrived in good conditions and pretty fast! Great service!
7603,We are so excited to give these as a gift. They are elegantly constructed. Very thoughtful packaging as well.
7604,"Love them!!!!! I like the finish on the metal. I prefer the rubber backs, more comfort when wearing.  Fast delivery ,nice packaging, ready to gift when order arrives.  Will definitely shop this seller again.  Thank you!!"
7605,"I could not be happier with this graceful, exquisite necklace made by this gifted artist. Hagit handled my order with honest and cheerful professionalism. This was such a positive experience that I will definitely be returning for my holiday shopping. I highly recommend this shop!"
7606,Beautifully made and excellent quality.
7607,Nice item recipient was pleased.
7608,Thank you so much! It is perfect and beautiful.
7609,"Love, love, love. Fashionable, rich and classic all at the same time."
7610,"I ordered these earrings in black and another pair, back in November.  After several weeks of non-shipment, I had to reach out to the seller to check on my purchase.  Instead of shipping black, she shipped yellow (the description on my order even says black).  I pointed this out and she said she would send a black pair the next day.  After reaching out once again at the end of December, she has not provided a tracking number and the black earrings have not arrived.  Although the customer service has not been good, both pairs of earrings I ordered are of good quality."
7611,Nice earrings like the picture
7612,"Gorgous, elegant and sue to disappear into my daughter's hands! Only way to solve is buying her one for herself!"
7613,Beautiful and well made!
7614,Beautifull and with a great finishing. No problem with the delivery
7615,"Sehr schöne Ohrringe, gefallen mir ausgezeichnet."
7616,Love Hagit's designs. All the pairs I ordered are among my new favorites. Thank you!!
7617,Wirklich Wunderschöne Ohrringe! super schneller Versand! vielen lieben Dank!
7618,These earrings are unusual and elegant. They arrived just in time to give to a friend for her birthday!
7619,Lovely earrings.  A great purchase.
7620,These were ordered as a gift for my niece.  They are exactly what she was looking for.
7621,"Beautiful earrings, quick delivery.
Will definitely come back for more - many thanks, Hagit!"
7622,Beautiful earrings and bracelet. Thanks for the extra gift!!
7623,Beautiful earrings!!!  Fast shipping!!
7624,Great item and received on time! Thank you!
7625,"I opened the package and audibly gasped when I saw how gorgeous these earrings were! I wanted earrings that were edgy,
unique, yet classically beautiful to wear for my wedding day and I think I found them!"
7626,"I like these earrings, but the posts are rough, not entirely smooth, and the unevenness is felt as soon as they go on. I really like the design and look of the spikes, but I wasn’t expecting a lack of quality, especially for the price paid, and also for the quality promise that the store offers for all their pieces. Still, they look lovely when on, so I’m really hoping they will hold up well for a long time to come."
7627,"I’m very happy with my purchase! Those earrings are so cute and comfortable, I love them :) The shipping was very fast too! Thank you so much"
7628,"These earrings are gorgeous and so different!  Zozi was super easy to work with, very fast response time and quick shipping (I'm in US).  Will most certainly shop here again!"
7629,"So happy with those earrings! They are very cute and easy to wear I love them :) the shipping was also very fast, thank you so much!"
7630,"Llego en tiempo y forma y los aros son bellisimos, realmente una pequeña obra de arte. Muchas gracias por todo!!!"
7631,"fast delivery, superb communication, surprisingly light weight and of course gorgeous earrings!"
7632,"Couldn't be happier with my purchase. A truly unique design, I will be passing these on to my daughter some day. The craftsmanship was superb. Thank you Zozi!"
7633,Conforme à mes attentes. Très belles boucles!
7634,These are possibly the most gorgeous earrings I've ever worn.  So well made and beautiful! Thank you!
7635,These are so elegant! Love them!
7636,"Earrings are gorgeous, and they arrived so quickly - even across the globe!  They also came in a really pretty handmade gift package which was an extra treat."
7637,"Very beautiful, versatile and elegant"
7638,"Great Earring! Exactly as described, I love it!"
7639,Beautiful and I didn’t have to wait long to receive them!!!!!
7640,Magnifiques boucles d oreilles de très belle qualité et une livraison rapide. Merci pour votre création.
7641,"jolies boucles, et livraison dans les temps service sérieux malgré mon appréhension du fait de la distance."
7642,"Item arrived damaged. Seller ignored my first couple e-mails until I opened a case, even though when I had questions prior to purchasing, she responded very quickly. Seller told me to fix the crooked and bent posts myself with pliers. Seller still wanted me to reimburse her $15 dollars for her shipping costs along with incurring my own shipping costs (roughly $30 USD) to send the earrings back. If I am paying over $100 for earrings, I shouldn’t have to fix the poor workmanship myself with pliers. Horrible customer service, non responsive and does not have any pride in her product. Very disappointed, if I could give her less than 1 star, I would."
7643,"Gorgeous and quality, but very lightweight. They don't tangle in curvy hair and it's nearly impossible to feel them when they're in. Amazing!"
7644,Wunderschön! Bin total verliebt! 😍 War bestimmt nicht meine letzte Bestellung. Alles super gelaufen und schnelle Lieferung! Das war 100% nicht die einzige Bestellung.
7645,"These are beautiful. I love jewelry that is just a little different so these fish are great. The one gold one in with all the silver, so unique. Worth the wait (about a month) to get them from Germany"
7646,"It took quite some time for these to arrive because of COVID-related shipping restrictions (NOT the fault of the seller!) but when they did they were absolutely adorable! Excellent quality, fit beautifully, very comfortable, and even more charming in person than in the photos. I’ve already received multiple compliments."
7647,Shipping was delayed due to Covid and the seller went above and beyond to let me know. Jewelry looks a little smaller in person but is delicate and dainty. I get so many compliments when I wear them.
7648,I ABSOLUTELY LOVE these rings!!!  It couldn’t have fit my existing “everyday” wedding band set anymore perfect!!!  I also received earrings which are adorable as well!!!  I may have to add to my collection now!  Thank you!!!!
7649,"Sehr filigran und einfach schön. Bin sehr glücklich und habe direkt ein weiteres Paar verschenkt, was ebenfalls für Begeisterung sorgte. Lieferung während der Weihnachtszeit ultraschnell, inklusive gratis Poliertuch, lieben Dank 🤗"
7650,Subtle and classy but not bland- love them
7651,Superschnell verschickt und so wunderschön!!! Bin so happy mit den Ohrsteckern. Ganz herzlichen Dank!
7652,De très belles boucles d’oreilles. Elles sont délicates et très originales. Je les adore!
7653,"Sehr außergewöhnliche Ohrringe. Freue mich sehr sie zu tragen. Wenn man Schlafen geht, doch besser ausziehen ;-)"
7654,Love these ear climbers - I only received them today and already I’ve been showered with compliments! So original and beautiful craftsmanship.
7655,Love them!
7656,"Toller, ausgefallener  Schmuck,der goldene Fisch ist ein echter Eyecatcher ! Vielen Dank dafür! Ich bin schon auf weitere Creationen gespannt!"
7657,"These are really nice.  At first  sight, I thought...wow, they are small.  Once I put them on, they were perfect!  Thank you!! 💜"
7658,These are so beautiful & delicate. It was packaged beautifully and I absolutely love them!
7659,"Perfect, light, they make a statement while still being discreet. Service was again super fast and impeccable! I love this Etsy shop :))"
7660,Soooooo schön!! Gern wieder! Martina
7661,"The seller experience was great.  I live these.  They're REALLY small, so be prepared for that.  For me, that's a good thing.  I love the subtle statement that they make.   These arrived sooner than the items I ordered the same day from sellers here in the states.  I will definitely buy from this seller again!!"
